"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC123729278",0.811328663098704,0.165445254249843,2.38085463437586,0.0694898595912027,0.944599704016591,NA
"LOC123726713",6.65141800764669,-0.69174488748353,1.29687255969133,-0.533394651860142,0.593760418871816,NA
"LOC123726714",21.0254324386206,0.37998857786762,0.741329492223303,0.512577176348408,0.608247121939735,0.901101361717344
"LOC123726716",25.9566912111265,0.677966151286502,0.61626094335762,1.10012837677606,0.27127619152181,0.726861321230932
"LOC123726718",9.98155241579278,0.0474614295805638,0.839155746167158,0.0565585468458552,0.954896856480798,NA
"LOC123726719",8.25126968487624,-2.00800660146143,0.944089515038716,-2.12692395103984,0.0334264024549246,NA
"LOC123726721",1.13975203114278,0.46816606652078,2.10633913380748,0.222265284353574,0.824107375265338,NA
"wdr32",163.843278252587,0.080243589559055,0.211113239654663,0.38009738134054,0.703873129564621,0.934811834701645
"trnaa-ugc",1.03278337018054,-0.201609126934808,2.18960757544121,-0.0920754610077486,0.92663808489486,NA
"LOC106563190",460.114228995309,-0.143984503376029,0.191472629613234,-0.751984780628287,0.452060211328049,0.836482483970184
"manba",346.119923875329,0.45594731500941,0.236412339974966,1.92861047379207,0.0537792378006555,0.397372340269783
"LOC106610064",22.1584340804023,0.71431734785325,0.629453062531965,1.13482226137708,0.256449796920437,0.714881138644481
"LOC106607815",31.8166524129084,0.138536154720343,0.419171491611983,0.330499944515745,0.741022234541799,0.945603032198304
"LOC106606645",337.68638971771,0.215567323868316,0.239898829746931,0.898575970944575,0.368878562523799,0.794689176644437
"neff2",0.503742636186424,-1.53315601609881,5.06399231812529,-0.302756386618373,0.76207552279865,NA
"LOC106593885",920.051618387862,-0.590262462854027,0.257369428354774,-2.2934443559488,0.0218224354427259,0.25805155382755
"LOC123726690",0.187851588566682,-1.95699249329267,5.84840987606018,-0.334619586308991,0.737912068122376,NA
"LOC100316613",310.548116757819,-0.0575279141888733,0.237879810064884,-0.241836052303817,0.808907202204945,0.963227095788351
"trnaa-cgc",0.0789227503486872,1.9861048813795,5.85876930827671,0.338996942339703,0.734612033591746,NA
"LOC106565696",384.985221019129,0.261905102678159,0.225568532859573,1.16108882457114,0.245605778969762,0.704224104254909
"LOC123729543",6.35634085168468,0.176980864758463,1.10256133015193,0.160517932126348,0.872473096983953,NA
"noto",5.63078759348073,1.83480572197911,1.55530291256938,1.17970956470981,0.238115748440681,NA
"LOC106593289",82.973402258928,-0.28314178736768,0.370697152540533,-0.763808908234656,0.44498112739749,0.832557766324414
"gfra4a",0.447058021981973,-3.0967974500264,5.24500941026223,-0.590427434499411,0.554904122274065,NA
"LOC123729553",15.6377115967131,-0.166288460282754,0.653290281712747,-0.254539926488408,0.799078462676964,0.961934516448644
"LOC106610160",316.140991251354,0.0695205556883329,0.212521818948225,0.327121968146101,0.743575636889394,0.945969373110113
"LOC123729576",3.41689790827864,-0.839154866318315,1.46555364431751,-0.572585568308625,0.56692533350384,NA
"LOC106600683",27.133376704202,0.535235958022823,0.442435217365296,1.20974989561219,0.226374877543043,0.687796704738976
"slc4a11",5.99457294432985,0.67388756887674,0.93276819659246,0.722459847300273,0.470011803296717,NA
"LOC106599499",24.6233357109412,-1.26091694687364,0.585241786901482,-2.15452309642732,0.0311991726950288,0.312551688171257
"LOC106578259",97.7398524425515,0.161860851797741,0.314872929226988,0.514051341901983,0.607216095427602,0.901101361717344
"LOC123729642",56.3817143854907,0.19253214827125,0.990330759817446,0.194411964247925,0.845853322528263,0.972176725180053
"cfd",27855.7475886544,0.115613255966895,0.236873511841483,0.48808013639053,0.625493080202674,0.906706801408211
"LOC123726692",1.0197694887868,-0.0115090745030123,3.36116006946243,-0.00342413757903919,0.997267938830395,NA
"LOC106566220",18.2073729006375,0.157747165185358,0.69204988646354,0.227941898800772,0.819691409457065,0.965596319338217
"LOC106560213",0.358258750410461,-1.52960386078325,5.68270440105259,-0.269168296084506,0.787800176261088,NA
"LOC106601271",345.957053444567,-0.048704928500344,0.259648018382031,-0.187580590076687,0.851205443012524,0.972466066947172
"LOC106602449",129.464830408042,0.160688694569715,0.225875822926797,0.711402807469975,0.47683465976602,0.849289621632931
"LOC106607996",239.093073030979,-1.07978374691485,0.254664732721497,-4.2400207338317,2.23499141670233e-05,0.00331153279099644
"LOC106560212",82.1025591016756,-0.564873503508088,0.400741655610971,-1.40957021961413,0.158666625628514,0.613950929208427
"LOC106592208",0.46266670573728,-0.788179346262399,3.51596684174869,-0.224171438963398,0.822623906353773,NA
"trnav-cac",0.380788513804452,1.99784747385058,4.16211197884963,0.480008102617836,0.631221631555235,NA
"trnal-uaa",0.570418747911267,-0.548646512015834,4.87667456339384,-0.112504229036356,0.910423616746936,NA
"trnav-uac",0.351887583976094,4.14370320032619,5.79030729021681,0.715627512088574,0.474221380944722,NA
"trnav-aac",0.537018321020161,2.01256653705536,5.08838187247904,0.395521913938988,0.692457752275487,NA
"trnav-cac_1",0.0497743150188792,0,5.88936935957776,0,1,NA
"trnav-cac_2",0,NA,NA,NA,NA,NA
"trnap-agg",0.0731392268715997,-1.76631205572471,5.85933686984887,-0.301452552559974,0.763069425689213,NA
"LOC106568467",1.79363019401062,-0.174104705592855,1.85520797997494,-0.093846462214553,0.925231123010394,NA
"LOC106569409",344.246097705021,0.083813116272353,0.169670659140883,0.493975308970541,0.621323617223909,0.905212856868175
"LOC106571075",132.992145972126,-0.31744232551879,0.260550241948716,-1.21835360099674,0.223089629179478,0.683805405537413
"LOC106594790",197.919374584863,0.0479888081900965,0.228899732407626,0.209649909527364,0.833940923000665,0.96971221524573
"LOC106577206",179.311109598669,0.0355260363846098,0.211070074970053,0.168313942133438,0.866336306098217,0.976443954550349
"LOC106590819",122.957074944647,-0.373238864785075,0.305092949771762,-1.22336115949022,0.221193316590123,0.682025604711553
"psen1",427.168331802776,0.103701253955425,0.170268577998564,0.609045163672531,0.542494503326548,0.878579279288461
"paplna",121.289843290301,0.488213320201029,0.261644182980646,1.86594372035836,0.0620492398882096,0.424462057379748
"LOC106578466",130.711383855239,-0.386537582979667,0.35823502227987,-1.07900556600992,0.280585246400345,0.734521370392249
"slc2a1c",1.4711445738065,-2.30012661428528,2.15797919940563,-1.06587061400722,0.286482134476373,NA
"smoc1",1428.42809970212,0.130183394048229,0.168883965642291,0.770845198673079,0.440798692867113,0.830291949644814
"ccdc177",22.9945653748446,0.66026930506578,0.560608120392153,1.17777335191633,0.238886974991934,0.698952216874057
"LOC106586368",5.09343335560562,-1.14036240112941,1.1656150099495,-0.978335377800959,0.327908477976856,NA
"slc39a9",459.9119703748,-0.177473656502914,0.224065155230437,-0.792062720865249,0.428324105584005,0.825536592832799
"LOC123726725",0.060984882198909,-1.5289300812285,5.87440261647809,-0.260269882922181,0.794655602193311,NA
"LOC123726726",0.471494801676558,-2.75295034035356,3.84156382342774,-0.716622309790799,0.473607174816592,NA
"LOC123730381",1.85720619177903,-4.30475053231273,2.07146152530269,-2.07812236902817,0.037698089861956,NA
"LOC106585227",2.04484942235193,-0.629866700635643,1.75040646657303,-0.359840250058493,0.718966601393447,NA
"LOC106599215",250.073996788107,0.137211539008873,0.243206861975038,0.564176264989414,0.572634179211796,0.889270270698552
"LOC106599105",131.692793280756,-0.563507079489977,0.88280492477676,-0.638314381438769,0.523269052156456,0.871455335393994
"LOC106598856",59.4004566089408,-1.38916360067882,0.554034916273768,-2.50735749656686,0.012163761785817,0.190802989324127
"si:ch211-10a23.2",87.4754758041675,-0.836300366489194,0.438546160579956,-1.90698366936613,0.0565227022547654,0.405967444513657
"plek2",259.925982343977,0.0976661624148171,0.659563508863725,0.148076964693018,0.88228202852918,0.979456905294444
"LOC106599381",7.26806742069232,-1.36068490219559,0.906852059549383,-1.50044859893875,0.133498238717292,NA
"fbln5",601.093265911186,-0.853971112798978,0.235235099665651,-3.63028780149204,0.00028310537128044,0.0193493854779223
"LOC106593613",337.498349636837,0.0241754284803984,0.154967402579595,0.156003314748605,0.876030408421992,0.978137573449774
"ndufaf1",133.531230793133,-0.133902450685793,0.415860540460521,-0.321988834375848,0.747461153322313,0.946872717205593
"LOC106594936",115.653328974532,-1.22126054969205,0.324940743523875,-3.75841003023469,0.000170996502310986,0.0135382337172457
"LOC106593071",179.81408892568,0.265329397997234,0.239428422079606,1.10817836785065,0.267784791224808,0.724632569217825
"LOC106592535",59.6139244366522,0.397938525253171,0.317043148091721,1.25515573400138,0.209422231300862,0.67225522684794
