"","value.var"
"A0A1S3KR21",-0.015200457469068
"A0A1S3LGV3",-0.0151998748192391
"B5XA49",-0.015199648683955
"A0A1S3RSB9",-0.0151995520351675
"C0HAF1",-0.015197710504473
"A0A1S3MGW2",-0.0151968335380694
"B5X1N3",-0.0151925917657419
"B5X0W0",-0.0151901329357352
"A0A1S3MVV2",-0.0151888411925331
"B9ENU8",-0.0151875173597274
"A0A1S3NAV0",-0.0151870357899036
"A0A1S3M6F7",-0.0151839162842404
"A0A1S3RTC6",-0.0151818843887535
"A0A1S3RF01",0.0151814791639017
"B5X2K6",-0.0151800843502957
"A0A1S3M698",-0.0151797335006379
"A0A1S3R725",-0.0151797208645275
"B5DG30",0.0151776594592901
"C0HBN2",-0.0151762290540241
"A0A1S3N0S4",-0.0151759065431053
"A0A1S3T405",-0.0151750468713317
"A0A1S3P0K6",-0.0151745033980742
"A0A1S3L0I7",-0.0151732855989758
"A0A1S3NAJ3",-0.0151730816862671
"A0A1S3QFS8",-0.0151708028275583
"A0A1S3N4M6",-0.0151700373894592
"A0A1S3LBL2",-0.0151693471087164
"A0A1S3NWR8",-0.0151693327413366
"A0A1S3PM80",-0.015169172225867
"B5X1S2",0.0151670666327306
"A0A1S3P0L0",-0.015166367909319
"A0A1S3QZI4",-0.0151641717349502
"A0A1S3MFP5",-0.0151616100159368
"A0A1S3RP11",-0.0151603500327508
"B5X9A8",-0.0151595657220601
"A0A1S3SWL3",-0.0151594682995683
"B5X4H4",-0.0151593184966493
"A0A1S3RM23",-0.0151588782177757
"B5X4Q7",-0.0151584739359038
"A0A1S3SF43",-0.0151524087551204
"A0A1S3KU80",-0.0151523202645093
"A0A1S3R9E7",-0.0151510028268601
"A0A1S3R7H9",0.0151502601677449
"B5X6P9",-0.0151501771124191
"A0A1S3MFK8",-0.015148514484315
"A0A1S3LPN9",-0.0151484150208492
"A0A1S3Q2B1",0.0151470547295727
"B5X5K3",-0.0151449195220194
"C0HAA7",0.0151447754337492
"A0A1S3SYT5",-0.0151441137175267
"A0A1S3M7W7",-0.0151430737104029
"A0A1S3MXP5",-0.0151409711761041
"B5XFL9",-0.0151404081513404
"A0A1S3KQF3",-0.0151403804065335
"A0A1S3SEY0",-0.0151396584462597
"B5X5I4",-0.015138809693929
"A0A1S3NBG8",-0.015137803374874
"A0A1S3SBS3",-0.0151368165741683
"A0A1S3M444",-0.0151365297948828
"B5DGU4",0.0151354713872787
"A0A1S3QF15",-0.0151321044470206
"A0A1S3LB80",-0.0151318992836731
"A0A1S3QZ16",-0.0151315678899307
"A0A1S3R531",0.0151308046315946
"A0A1S3NF00",-0.0151260581047011
"A0A1S3Q0K7",-0.0151245139200403
"A0A1S3M618",0.015122695684179
"A0A1S3RCI4",-0.0151168266448847
"A0A1S3NSZ8",-0.0151165010968752
"A0A1S3Q1N9",-0.0151162387243872
"A0A1S3P7Q7",-0.0151146692412648
"B5X2G8",-0.0151115222632991
"B5X4K4",-0.0151111320822903
"A0A1S3NDP5",-0.015108677294889
"B5X146",-0.0151082746080911
"A0A1S3M3F8",-0.0151076250097807
"A0A1S3MN01",-0.0151061928124234
"A0A1S3LU90",-0.0151034901455187
"B5XF60",-0.0150995131008765
"A0A1S3PKG8",-0.0150986984991289
"B5X837",-0.0150982740559401
"A0A1S3Q6H5",-0.015094624481642
"A0A1S3QIX6",-0.015094524479431
"A0A1S3S557",-0.0150909841102143
"A0A1S3LUK3",-0.0150906476753748
"A0A1S3P770",-0.0150850590984793
"A0A1S3SRG1",-0.0150832285914405
"A0A1S3RT98",-0.0150816340424054
"A0A1S3LVX5",-0.0150749672009497
"B5XFK1",-0.0150742274316664
"B5X9D0",0.0150735604932428
"B5X7K9",-0.0150731293875737
"A0A1S3RL10",-0.0150684239372268
"A0A1S3P6Q1",-0.0150680416065028
"A0A1S3S5I0",-0.0150673849213705
"A0A1S3N1G1",0.0150672651648031
"A0A1S3PXR2",-0.0150649723757105
"A0A1S3KQC7",-0.0150629813554299
"A0A1S3Q9C9",-0.0150622212585478
"B5XFY7",-0.0150616770988046
"A0A1S3LCC6",-0.0150592796745694
"A0A1S3M1Q3",-0.0150586897748146
"B5XCY6",-0.0150585276221338
"B5X1H9",-0.0150575628414866
"A0A1S3M3Q1",-0.0150556966920262
"A0A1S3LTW7",-0.0150490664556409
"A0A1S3NBJ8",-0.0150459497966116
"B5X2R7",-0.0150451714212547
"B5X3U7",-0.0150451658834113
"B5X2G6",-0.0150435456995928
"A0A1S3KSM7",0.0150425417396225
"A0A1S3SN33",-0.0150409529926909
"A0A1S3Q112",0.0150396004256059
"B5X865",0.0150391305334501
"A0A1S3L499",-0.015037796543681
"A0A1S3S4I1",-0.0150333500315167
"A0A1S3R7P0",-0.0150333224699549
"A0A1S3LFG4",-0.0150325103234693
"A0A1S3L238",-0.0150324017610662
"A0A1S3S016",-0.0150297428284124
"A0A1S3PN64",-0.0150283655863232
"B5X4S7",-0.0150245037498906
"A0A1S3T388",-0.0150243748168516
"C0H9B8",-0.015021120934343
"B5X4S5",-0.0150199971092145
"B5X198",-0.0150192241573655
"A0A1S3QRS8",-0.0150188963852666
"A0A1S3LM96",-0.0150187758761837
"A0A1S3NSI1",-0.0150162668694157
"A0A1S3NXR9",-0.0150098415589145
"B5RI54",-0.0150059132175436
"Q98992",-0.0150048315607014
"A0A1S3NFH3",-0.0150047187779427
"A0A1S3QPK6",-0.0150030498291052
"A0A1S3L6Z0",-0.015001869926626
"A0A1S3NBJ0",-0.0150010736670662
"A0A1S3NUB3",-0.0150010438249265
"B5X105",-0.0150004521355393
"A0A1S3MTW3",-0.0149995338064712
"A0A1S3Q0Z1",-0.0149935938452849
"A0A1S3MTL4",0.0149918876639279
"A0A1S3NAQ0",-0.0149912221656006
"A0A1S3RP21",-0.0149877025713615
"A0A1S3L1Y3",-0.0149875276433485
"A0A1S3RLW4",-0.0149859650238638
"A0A1S3PS03",-0.0149849506355306
"A0A1S3L1E7",-0.0149816613444469
"A0A1S3KLZ9",-0.014981547185502
"A0A1S3N5W6",-0.0149810883118471
"A0A1S3S9Q1",-0.0149807194110264
"A0A1S3REQ8",-0.01497904646947
"A0A1S3PJC4",-0.0149785377065176
"A0A1S3PY13",0.0149780733858801
"A0A1S3MIS7",-0.0149779412825231
"A0A1S3RS27",-0.0149776764165644
"A0A1S3LRQ6",-0.014976099240332
"N0GT48",0.0149753219960847
"A0A1S3Q9J0",-0.0149741035224597
"A0A1S3RUP2",-0.0149728769495991
"B5X2X6",0.0149719719736762
"A0A1S3NTN8",0.0149695616702616
"A0A1S3Q9M5",-0.0149694819771001
"B5X1T5",0.0149689906379942
"A0A1S3QBB9",-0.0149681329508415
"B5X2C6",-0.0149663471755549
"A0A1S3P174",-0.014966291991406
"A0A1S3LRY7",-0.0149631016840198
"A0A1S3M5D6",-0.0149590713703989
"A0A1S3M7G7",-0.0149581434071746
"B5X2I4",-0.0149573562801879
"A0A1S3LKV4",-0.0149568172303972
"A0A1S3MU92",-0.0149560483441793
"A0A1S3SA24",-0.0149526658832716
"A0A1S3RZI7",-0.0149508541871255
"A0A1S3T4Q3",-0.0149505905702877
"A0A1S3T3T5",-0.014948201140396
"A0A1S3R9D6",-0.0149480776626581
"A0A1S3SYU7",-0.0149475893795276
"B5XBH7",-0.0149445480934776
"A0A1S3MD37",-0.0149438792608237
"A0A1S3P345",-0.0149435139608578
"A0A1S3MPI9",-0.0149432019726275
"A0A1S3T2F3",0.0149422760066767
"A0A1S3SA02",-0.0149420140175679
"A0A1S3QSN5",-0.0149407153532773
"A0A1S3M6Q7",-0.0149401575912854
"A0A1S3MWP4",-0.0149386914547802
"B5X424",-0.0149371821384629
"A0A1S3KX88",-0.0149361009862432
"B5X2Z5",-0.0149360632351219
"A0A1S3RA55",-0.014935839867705
"A0A1S3N023",0.0149331671326149
"A0A1S3MCV1",0.0149307335281122
"A0A1S3PXF3",-0.0149299376817619
"A0A1S3SFT0",0.0149291731140843
"Q8QG64",-0.0149290579622173
"B5X195",-0.0149242680166249
"A0A1S3LBW0",-0.0149209833427204
"B5RI63",0.0149201817327961
"A0A1S3SEV9",-0.0149197416304224
"A0A1S3LIT5",-0.014919099456407
"A0A1S3QJW5",-0.0149187463400094
"C0H8V2",-0.0149170653440809
"A0A1S3LIH0",-0.0149151520742408
"A0A1S3LHN9",-0.0149149839402563
"B5X6K4",-0.0149122541686356
"B5X5I8",-0.0149086038577143
"B5X1E4",-0.0149076540495303
"A0A1S3NNE6",-0.0149069956523084
"A0A1S3N5G2",-0.0149034247719182
"A0A1S3PPX3",-0.0149026276363335
"A0A1S3RQV1",-0.0148988339576351
"A0A1S3NTH4",-0.0148985034806765
"B5X0T5",0.0148970717289742
"A0A1S3QNF2",-0.0148969949888526
"B5DGJ2",-0.0148962771580748
"A0A1S3LUF9",-0.014895627161139
"B5XAP3",-0.0148954085690534
"A0A1S3MDI3",0.0148930214402129
"B5X401",-0.0148909404180756
"B5X9Z2",-0.0148908621794746
"A0A1S3NCV5",-0.0148898256189607
"A0A1S3RHE6",-0.0148896731080992
"B5X5K5",-0.014888794218307
"B5X1E9",-0.0148874348078548
"A0A1S3QBU1",-0.01488702035309
"A0A1S3S2I6",-0.014886425946204
"A0A1S3PCX0",-0.0148856400877887
"A0A1S3T4D8",-0.0148852769668551
"C0H8J4",-0.0148802968915491
"A0A1S3M2P2",-0.0148796901761867
"B9EPG3",-0.0148793194156587
"A0A1S3PU49",-0.0148789231215335
"B9EL71",-0.0148788398221335
"A0A1S3SDB6",-0.0148785317674158
"B5X6T8",0.0148782129811395
"A0A1S3NRU9",-0.0148768407370428
"A0A1S3RT68",-0.0148756020476522
"A0A1S3LZV2",-0.0148733724501908
"A0A1S3KTX5",0.0148716814326897
"A0A1S3SP98",-0.0148699241458508
"B9ENH0",0.0148637145070176
"B5XD35",-0.014862258996233
"A0A1S3PVA3",-0.0148617937320787
"B9EMY6",-0.0148612437541385
"A0A1S3LER1",-0.0148587889858327
"A0A1S3MRZ4",-0.0148582542720811
"A0A1S3P7P5",-0.0148565611618307
"A0A1S3PBN2",-0.0148558454891088
"C0HBJ1",-0.014854611846154
"A0A1S3S5S2",-0.014854444411861
"A0A1S3N325",-0.0148539316823683
"Q4ZHV0",-0.0148537842469939
"A0A1S3MPC3",-0.01485021150218
"A0A1S3PTM8",0.0148498043021286
"A0A1S3PFN3",-0.0148492649680237
"B9EMG5",-0.0148470553600657
"A0A1S3RZK7",-0.0148467496193426
"A0A1S3Q4Z4",-0.0148457766910794
"E0R7W0",-0.0148455766923456
"A0A1S3T584",0.0148454800393945
"B5X989",-0.0148446726470989
"A0A1S3SGW5",-0.0148406671732687
"B5X332",-0.014840207913557
"B5X311",-0.01483744219701
"A0A1S3Q2Q3",-0.0148342301473947
"A0A1S3QTI1",-0.0148331613318288
"A0A1S3QJ18",-0.0148318060507611
"A0A1S3NJ33",-0.0148304902248147
"A0A1S3L2V5",-0.0148298743743711
"B5XCC7",-0.0148279148713844
"B5X4J1",-0.0148272672707326
"A0A1S3P3C6",-0.0148263398606285
"A0A1S3NFA0",0.014825928485601
"A0A1S3RNY9",-0.0148256236612301
"A0A1S3MVC1",-0.0148240827244042
"A0A1S3PV45",-0.014823321117062
"A0A1S3SME1",-0.0148229637938045
"A0A1S3LGD9",-0.014820999022102
"B5X8A8",0.0148198346205424
"B5X100",-0.0148152441192833
"A0A1S3NL92",-0.0148148174838118
"A0A1S3R889",0.0148137388214534
"A0A1S3T330",-0.01481352168559
"A0A1S3NLP8",-0.0148122604682327
"A0A1S3KLR8",-0.0148122429869991
"A0A1S3ME03",-0.0148100969949879
"B5DGF7",-0.0148100624959779
"B5XG28",-0.0148097140161681
"B5X3Z2",-0.0148080788795675
"A0A1S3LXZ8",-0.014806636265601
"A0A1S3N2R0",-0.0148033996897991
"Q70SU8",-0.0148019615720718
"A0A1S3SNZ3",-0.0147941760270239
"A0A1S3SY65",0.0147931357839895
"A0A1S3SR62",0.014792510641542
"A0A1S3MQH5",-0.0147918342329904
"B5DGS3",-0.0147913178045283
"B5X4M9",-0.0147907579202747
"A0A1S3MAK0",-0.0147905902036602
"A0A1S3Q4S2",-0.0147901664380516
"B5X499",-0.0147896811908181
"A0A1S3RKF0",-0.0147895276841773
"A0A1S3QBF0",-0.0147880472518727
"A0A1S3RYP1",-0.0147865694981435
"C0H9S3",-0.0147841654259747
"A0A1S3MB09",-0.014783517052367
"B5X8G5",-0.0147834477770117
"C0HAW1",0.0147812149942134
"A0A1S3QI41",-0.0147760148076328
"A0A1S3MMZ0",-0.0147757628615619
"B5DGG8",-0.0147743084429237
"A0A1S3RW90",-0.0147698358277467
"A0A1S3SG06",-0.0147672708115102
"A0A1S3MFM3",-0.0147669764571581
"B5XA53",-0.0147654934976795
"A0A1S3M3Y6",-0.0147636731601213
"A0A1S3KXP4",-0.0147627889545034
"A0A1S3R609",0.014759086349768
"A0A1S3SQN9",-0.014754282824816
"A0A1S3PEL4",-0.0147541130521301
"B9ENM2",-0.0147538415919505
"A0A1S3L7S4",-0.0147509568361116
"C0HAN5",-0.0147508613905169
"A0A1S3SP12",-0.0147468228051182
"A0A1S3NQ81",0.0147459526120964
"A0A1S3RH36",-0.0147457997689965
"A0A1S3MPV5",-0.01474271818881
"A0A1S3SWQ6",-0.014740965726092
"A0A1S3RRK5",-0.0147407695052283
"B9EQH0",-0.0147384853735356
"A0A1S3R483",0.0147376224300159
"A0A1S3LN87",-0.0147360558721424
"A0A1S3PEW6",-0.0147351328540129
"A0A1S3QEX0",0.0147344673544954
"A0A1S3NE40",-0.0147317179997086
"A0A1S3LGI2",-0.0147294324142789
"A0A1S3MVL7",-0.0147278310428609
"B9ELT8",-0.0147239588543003
"B5X6S9",-0.0147236703462066
"A0A1S3M0F4",-0.0147212336319539
"A0A1S3PU95",-0.0147206608545721
"C0HAB7",-0.0147205578875623
"A0A1S3PFK5",-0.0147195092977017
"A0A1S3LIF5",-0.0147166914964258
"A0A1S3PIL4",-0.0147166914277414
"A0A1S3NJR7",-0.014714523775186
"A0A1S3RQ18",-0.0147143855682583
"A0A1S3SQS4",-0.014711880142898
"A0A1S3N3X9",-0.0147115329139482
"A0A1S3LG93",-0.0147094792636608
"C0HAV7",-0.0147090202337394
"A0A1S3MAI1",-0.014703677107819
"A0A1S3PM81",-0.0147027452644735
"A0A1S3LP43",-0.0147013849235205
"A0A1S3N703",-0.0147004954643207
"A0A1S3SC94",-0.0146982883814398
"A0A1S3Q0U9",-0.0146977769408172
"A0A1S3RYX7",-0.0146975215889162
"A0A1S3MY78",-0.0146973258174916
"B5DG79",-0.0146960143546809
"A0A1S3Q296",-0.0146947750492088
"A0A1S3KTZ7",-0.0146939727756358
"B9EL19",-0.0146939409395398
"A0A1S3RCT0",-0.0146925383401893
"A0A1S3QMA8",0.014690205201709
"A0A1S3NFC7",-0.0146886511080355
"A0A1S3SFN9",-0.0146862093158617
"A0A1S3LY39",-0.0146853732200285
"A0A1S3MGI3",-0.0146840081204661
"A0A1S3S1Q1",-0.0146828935889877
"A0A1S3MM49",-0.0146820235340482
"A0A1S3NHE1",-0.0146815329937882
"C0H987",0.0146806218738291
"A0A1S3KJZ4",-0.0146775355223743
"A0A1S3P982",-0.0146741495327523
"A0A1S3NJK2",-0.0146739850279222
"B5X115",-0.0146733743792849
"A0A1S3LQ86",-0.0146712867569425
"A0A1S3NYB3",-0.0146695686829062
"A0A1S3SXP2",0.0146651463161962
"A0A1S3LJZ2",-0.0146650701403225
"A0A1S3T0C2",-0.0146648144422328
"A0A1S3KIX0",-0.0146632614009423
"A0A1S3L8J7",-0.0146632348336131
"A0A1S3L589",-0.0146624901595044
"A0A1S3QWR7",0.0146584387031031
"A0A1S3NPQ1",-0.0146581629864381
"A0A1S3LIU0",-0.01465734913314
"A0A1S3M2P9",-0.0146543116449355
"A0A1S3S1L2",-0.0146466804559042
"A0A1S3PF00",-0.0146449940198995
"A0A1S3LBY2",-0.0146439471992143
"B5XEN8",-0.0146435613149219
"B5X6Q9",-0.0146404061297819
"B5DG62",-0.0146401741419439
"A0A1S3L719",-0.0146398338420305
"A0A1S3M1G9",-0.014637010732438
"A0A1S3M4T6",-0.014634123098659
"A0A1S3KIM4",-0.0146339113429667
"A0A1S3M084",-0.0146317435389871
"A0A1S3N1W1",0.0146311723348378
"A0A1S3S1Q4",0.0146300753437804
"A0A1S3LXL3",-0.0146289118610452
"B9EMT3",-0.0146268421593591
"A0A1S3Q0P7",-0.0146264551513383
"A0A1S3RFV9",-0.0146259751912266
"B5X3U1",0.0146210187556112
"A0A1S3KSM2",-0.0146199562224461
"A0A1S3LC12",-0.0146170693338069
"A0A1S3P011",-0.0146145565884107
"A0A1S3RDK4",-0.0146125436283537
"A0A1S3LGV0",-0.01461173417188
"A0A1S3NNT4",-0.0146111223156127
"A0A1S3S717",-0.0146082391053191
"A0A1S3KMB4",-0.0146070880529809
"B5X0Z8",-0.0146049064695404
"A0A1S3MM80",-0.0146047770921555
"A0A1S3Q9H6",-0.0146033039907016
"A0A1S3Q5H9",-0.0146021927538271
"A0A1S3RQN9",0.0146010079394244
"A0A1S3L6V7",-0.0145980565394727
"B5X1B5",0.0145962371889571
"B5X1A0",-0.0145931646916112
"A0A1S3R169",-0.0145922755302542
"A0A1S3RS80",-0.014591235262739
"A0A1S3R976",-0.0145899993094482
"A0A1S3KNY7",0.0145897791482234
"B5XDU6",-0.0145896342170707
"C0H911",-0.0145883656493284
"A0A1S3N8X3",-0.0145855548573546
"A0A1S3M181",-0.0145831205278822
"B5X7D3",-0.0145811912685294
"A0A1S3P9N4",-0.0145808544807399
"A0A1S3SN23",-0.0145804308748729
"C0HBC4",-0.0145801080643703
"A0A1S3KYJ4",-0.0145800298324887
"A0A1S3NWJ1",-0.0145787442784708
"A0A1S3L6U4",-0.0145753221094451
"A0A1S3M6P7",-0.0145748232534728
"B5XA83",-0.0145732782015108
"A0A1S3P0S8",-0.0145657461865978
"A0A1S3M5V5",-0.0145648893914574
"A0A1S3T6W5",-0.0145633906357252
"A0A1S3SBA7",-0.0145619521111665
"B5X168",-0.0145609221023091
"A0A1S3R4V2",-0.0145565224848814
"A0A1S3RAG3",-0.014555594844857
"C0HB57",-0.0145553994021882
"A0A1S3S6H3",-0.0145544413160259
"A0A1S3L6E3",-0.0145478886087376
"B5X2G1",-0.0145476933508956
"B5X3H8",-0.0145466892682721
"A0A1S3LQ87",-0.0145454498958013
"A0A1S3KP24",-0.0145439669665652
"A0A1S3M906",-0.0145433526630185
"A0A1S3LAE9",-0.0145424092251004
"A0A1S3NEB6",-0.0145383656454476
"A0A1S3SCN0",-0.0145377352180291
"A0A1S3SPD2",-0.0145373238612608
"A0A1S3MDK3",-0.0145366314143372
"A0A1S3S1C0",-0.0145361183162693
"B5XFJ9",-0.0145353402489635
"A0A1S3LLK3",-0.0145335458844358
"A0A1S3MQH3",-0.0145332861943052
"A0A1S3S297",-0.0145329357293742
"A0A1S3M923",-0.0145297076197981
"A0A1S3NB18",-0.0145243265010923
"A0A1S3T508",0.0145229218243631
"A0A1S3Q6U3",-0.0145222092146507
"A0A1S3NZU3",-0.0145208934354547
"C0HBQ0",-0.0145189756406733
"A0A1S3R778",-0.0145176644006352
"B5X4A1",0.0145176095395814
"A0A1S3M1Y7",-0.0145172229558471
"A0A1S3PT89",-0.014517203337432
"A0A1S3P7U3",-0.0145168531761181
"B5XAH1",-0.0145168028282413
"A0A1S3MVM2",-0.0145154750009007
"A0A1S3P2F0",-0.0145138543896322
"A0A1S3KXY6",-0.0145135187300799
"A0A1S3S9J9",-0.0145127212355158
"A0A1S3S558",0.0145100952459124
"A0A1S3MAD2",-0.0145097895260913
"A0A1S3LCG4",-0.014506829702023
"A0A1S3RYY4",-0.0145064387077374
"A0A1S3L722",-0.0145050047390183
"A0A1S3SHG0",-0.014504124197458
"A0A1S3P133",-0.01450404703732
"A0A1S3M1V2",-0.0145040295132668
"A0A1S3S5A7",-0.0145024063135247
"A0A1S3M717",-0.0145013891630769
"B5X3H4",0.0145008356949453
"Q7ZZK9",0.0145007574775325
"C0HB77",-0.0145005285475876
"A0A1S3MDA0",-0.0144993653384282
"A0A1S3MD89",-0.0144952603597478
"A0A1S3RIB6",-0.0144947049145557
"A0A1S3NRI0",0.014494013804889
"A0A1S3Q0S9",-0.0144939038921044
"A0A1S3M6M4",-0.014492320147205
"A0A1S3PK41",-0.0144916516601407
"A0A1S3NY30",-0.0144888076612201
"B9EMD5",-0.0144879994583451
"A0A1S3QF21",-0.0144872733116608
"B5XDF3",-0.0144867184579681
"A0A1S3RPF3",-0.0144865177511248
"A0A1S3R762",0.0144863427876956
"C0HA45",0.014486334308779
"A0A1S3M3Z2",-0.0144853163307714
"B5XC94",-0.0144825629122009
"B5DG50",-0.0144806113403856
"A0A1S3PFZ3",-0.0144800067049685
"A0A1S3PWG3",-0.0144795411347278
"A0A1S3QBN2",-0.0144768389790316
"A0A1S3L4W3",-0.0144755796790457
"A0A1S3MWB6",-0.0144669033680674
"A0A1S3S0D0",-0.0144628766466831
"A0A1S3MQA7",-0.0144624142362615
"A0A1S3MDT3",-0.0144612327874875
"A0A1S3S370",-0.0144606978049156
"A0A1S3RPY4",-0.0144583345251076
"A0A1S3NMY0",-0.0144576896850683
"A0A1S3PMC8",-0.014454313456857
"A0A1S3R4W3",-0.0144515328453939
"B5X0Z2",-0.0144513355683825
"A0A1S3PBD8",-0.0144479007066532
"A0A1S3S9N0",-0.0144471829011505
"B5X398",-0.0144470856097007
"A0A1S3N3X7",-0.0144415672504629
"A0A1S3LXN1",-0.014441536530385
"A0A1S3N6E2",-0.0144388569609359
"B5DGA5",-0.0144368572098
"B5X231",-0.014435461871204
"A0A1S3STR2",-0.0144344900947747
"A0A1S3RR04",0.01443047404325
"A0A1S3ST48",-0.0144303601153957
"B5XAM0",-0.0144281919132743
"A0A1S3SEB9",0.0144271844485952
"A0A1S3Q3D4",-0.0144212420952812
"A0A1S3M924",-0.0144165003836412
"A0A1S3NSU1",-0.01441550414425
"A0A1S3T4H4",-0.0144153202277073
"A0A1S3R8J6",-0.0144128305446284
"B9EMM0",-0.0144106332002412
"A0A1S3KNL3",-0.0144085832427827
"A0A1S3NR76",-0.0144082961149263
"A0A1S3SPB1",-0.0144053049886114
"A0A1S3LSZ3",-0.0144050841484258
"A0A1S3QTK9",-0.0143996984203106
"B2XBN7",-0.0143994676056601
"A0A1S3PWT1",-0.0143992447336739
"B5X1W0",-0.0143989437171564
"B5X2F0",-0.0143957207108925
"Q91473",-0.0143947852088951
"A0A1S3ME06",0.0143914061745334
"C0H8Y0",-0.0143909605971161
"A0A1S3SBF4",-0.0143863905102789
"A0A1S3T4A2",-0.014383925681824
"A0A1S3R8S7",-0.0143828242716943
"A0A1S3MJU3",-0.0143814180678599
"A0A1S3NLB9",-0.0143809573123694
"A0A1S3KV66",-0.0143806245016727
"A0A1S3RBM5",-0.0143804465995339
"A0A1S3SEC2",-0.0143770372751856
"B5XFC2",-0.014376079791833
"C0H8L4",-0.0143743117033427
"A0A1S3PYN9",-0.0143741710327048
"A0A1S3RNX9",-0.0143736933525174
"B5X2C9",-0.0143722833362854
"A0A1S3RH92",-0.0143710793599128
"A0A1S3SUY3",-0.0143669456893083
"B5DGJ4",-0.014366041761549
"A0A1S3PUA3",-0.014363840901943
"A0A1S3MQT7",-0.0143630174032798
"A0A1S3S9Z7",-0.0143602047104803
"A0A1S3PVR7",-0.0143583607173458
"B5X171",-0.0143582574943958
"A0A1S3L5E5",-0.0143554203570366
"A0A1S3PGN9",-0.0143552501256835
"A0A1S3RN46",-0.0143545043668893
"B5DGK0",-0.0143525840801531
"A0A1S3S0A9",-0.0143495303241958
"B5XC31",0.0143493496713453
"A0A1S3SDL6",-0.0143464046481952
"A0A1S3M5S2",0.0143456652757053
"B5XF49",-0.0143454420737552
"A0A1S3NVF4",-0.0143442643432542
"B5XAG8",-0.0143435393141861
"A0A1S3LHJ2",-0.0143434575372597
"B5X1P1",-0.0143414510252231
"A0A1S3M4U1",-0.0143393361688239
"A0A1S3QS65",-0.0143370275649223
"A0A1S3Q0X6",0.0143352419412778
"A0A1S3LD54",0.0143340936828654
"B5DFX7",0.0143339504682302
"B5X3Q9",-0.0143337043621781
"A0A1S3P1U6",-0.0143335977095082
"A0A1S3RAQ6",-0.0143329367837517
"A0A1S3PW70",-0.0143326566062572
"B5X8V4",-0.0143320772369711
"B5X9T8",-0.0143312937811792
"A0A1S3KY68",-0.0143295207891144
"C0H9D6",-0.0143295123027983
"A0A1S3Q7M0",-0.0143294782366121
"A0A1S3S9Z3",-0.014325133894708
"A0A1S3NIG9",-0.0143249539609259
"A0A1S3M5S8",0.0143248084921328
"A0A1S3LX16",-0.0143239181666894
"A0A1S3R5Z4",0.0143212599605719
"A0A1S3SKJ2",-0.0143190881574893
"A0A1S3PVY8",-0.0143187167665254
"A0A1S3QWX1",-0.0143177772516462
"A0A1S3QDK7",-0.0143162593169055
"A0A1S3KQH4",-0.0143160548753754
"A0A1S3R6J5",-0.0143156416734474
"B5XD42",-0.0143109778790393
"A0A1S3N720",-0.0143088968374616
"B5X5W3",-0.0143081173515108
"B5RID1",-0.0143046263951511
"B5XGN0",-0.0143039105270381
"B9EQH8",-0.0143014437084162
"A0A1S3S0V5",0.0143012451476493
"A0A1S3NBT4",-0.014299902927205
"A0A1S3RMB1",-0.0142998107538964
"A0A1S3L7Y5",-0.0142996602497924
"A0A1S3RDT6",-0.0142992096648316
"B5DG46",-0.0142991563187193
"A0A1S3M178",-0.0142962490859962
"A0A1S3Q4M8",0.0142945263427563
"A0A1S3KYI2",-0.0142933162796277
"A0A1S3PU23",-0.0142899570432417
"A0A1S3T1D7",-0.0142870653438281
"A0A1S3N475",-0.0142843754109321
"A0A1S3LYN3",-0.0142837520033041
"A0A1S3QN89",-0.0142811699976251
"A0A1S3LV75",-0.0142800510168428
"C0H968",-0.0142792717109056
"A0A1S3RUC3",-0.0142775862845014
"A0A1S3PEJ0",-0.0142768296300573
"B5X8P6",-0.0142763268748993
"A0A1S3L758",-0.0142741888121921
"B5X0S9",0.0142696904734295
"A0A1S3L1F6",-0.0142695054346954
"B5DGH5",-0.0142685344586799
"A0A1S3QNI9",-0.0142660337312262
"A0A1S3LI01",0.0142652446824567
"A0A1S3NSC2",-0.0142603288910656
"A0A1S3RNT8",-0.0142596729032099
"A0A1S3L7E7",-0.014259279086092
"A0A1S3QQ82",-0.0142582598116514
"A0A1S3SUT9",-0.0142578601823468
"A0A1S3MLI2",-0.0142577365171624
"A0A1S3S4G6",-0.0142575924783739
"A0A1S3MD18",0.0142529496836067
"C0H904",-0.0142509037738752
"A0A1S3Q6S5",-0.0142505975589305
"A0A1S3SPJ9",-0.0142498889694881
"A0A1S3L8L7",-0.0142483229764529
"A0A1S3SD14",-0.0142462621007345
"B5XFT9",-0.0142451656007901
"A0A1S3NPS0",-0.0142451350506525
"A0A1S3NSC7",0.0142441562437548
"B5XDP1",-0.0142439500758896
"A0A1S3R1K9",-0.0142438219888719
"A0A1S3NJY8",-0.0142436670780542
"A0A1S3P4B3",-0.0142422584059304
"A0A1S3SC61",-0.0142351590468395
"A0A1S3MGS8",-0.0142307984326764
"A0A1S3M768",-0.0142273960046491
"B5DGJ9",-0.014226741768595
"B5X4D6",0.0142200172138287
"A0A1S3N5C6",-0.0142193821153305
"B5XEB9",-0.0142182234935876
"A0A1S3SKJ8",-0.0142157862505823
"B9EM19",-0.0142140568375512
"A0A1S3QN44",-0.0142140030197728
"A0A1S3R6Q6",-0.0142139027238531
"A0A1S3NBS9",-0.0142113123031523
"B5X3H2",-0.0142092887459346
"A0A1S3LRY3",-0.0142088676521371
"B9EMG3",-0.014208393641882
