"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC123729278",0.811328663098704,1.91286849572577,2.6938416291288,0.710089440686385,0.47764867393168,NA
"LOC123726713",6.65141800764669,2.73789533449033,1.49234844484692,1.83462203076252,0.0665617120882005,0.207266069891597
"LOC123726714",21.0254324386206,3.0502599072282,1.01328330412476,3.01027352845107,0.00261012516420513,0.0208669713998365
"LOC123726716",25.9566912111265,2.42586430177966,0.736042734150466,3.2958199153743,0.00098134899404428,0.00993583423239532
"LOC123726718",9.98155241579278,1.63904235280736,0.937371938205696,1.74855069370307,0.0803687155740645,0.234667227681464
"LOC123726719",8.25126968487624,1.30645119268581,1.18205229609432,1.10523975716009,0.269055713921061,0.497480390836217
"LOC123726721",1.13975203114278,2.70831560417252,2.55431244012527,1.06029143562394,0.289012034298334,NA
"wdr32",163.843278252587,0.00565132943906063,0.235351108720023,0.0240123340391123,0.980842770403855,0.990431978163826
"trnaa-ugc",1.03278337018054,2.00382025441248,2.60353763383875,0.769652886276114,0.441505824420187,NA
"LOC106563190",460.114228995309,-0.383053182560606,0.213589783247696,-1.79340592389846,0.0729080410540149,0.220509166301565
"manba",346.119923875329,0.552895997596315,0.28360662793567,1.94951719436446,0.0512336914580439,0.174548501876896
"LOC106610064",22.1584340804023,-0.182445344899383,0.707902071634496,-0.257726813086066,0.796617751136047,0.898875302415308
"LOC106607815",31.8166524129084,1.15980590309847,0.581723696714618,1.99374017192126,0.0461804568105325,0.162602442094978
"LOC106606645",337.68638971771,0.222430626195232,0.273732676953062,0.812583388549453,0.416456958748114,0.638921209778345
"neff2",0.503742636186424,-1.11784099772683,5.32300567836049,-0.210001842055357,0.833666235341111,NA
"LOC106593885",920.051618387862,-1.26768448967749,0.31690804172833,-4.00016510393325,6.32983064623831e-05,0.00116056258835838
"LOC123726690",0.187851588566682,-1.11785642303564,6.58401258343279,-0.169783457864051,0.865180436753779,NA
"LOC100316613",310.548116757819,-0.476934649415732,0.265063973494794,-1.79931902147049,0.0719682308709285,0.218537748344119
"trnaa-cgc",0.0789227503486872,-1.11789812094616,6.58401258343279,-0.169789791070434,0.865175455898873,NA
"LOC106565696",384.985221019129,0.599677613563434,0.26042536851235,2.30268509165994,0.0212965676030819,0.0957023001587132
"LOC123729543",6.35634085168468,-0.122743661393015,1.24983224129231,-0.0982081093268162,0.921767043283591,0.962458331012824
"noto",5.63078759348073,5.22364809830588,2.21985519665521,2.3531481270385,0.0186152169010522,0.0872189528769939
"LOC106593289",82.973402258928,-0.169402584539253,0.421338670262697,-0.402058003443247,0.687641339149272,0.83590191949743
"gfra4a",0.447058021981973,-1.11793609355555,5.65078183838938,-0.197837418879046,0.843172268713084,NA
"LOC123729553",15.6377115967131,1.24276524901861,0.918557344887935,1.35295336315691,0.176070529862756,0.385743018612235
"LOC106610160",316.140991251354,0.020724006023265,0.239885921028381,0.0863910892912017,0.931155530164119,0.966938198622964
"LOC123729576",3.41689790827864,4.0547049555697,2.11965661345771,1.91290651977607,0.0557600207755274,NA
"LOC106600683",27.133376704202,-0.16767112579658,0.542371419043028,-0.30914447168404,0.757211631382698,0.876048892608602
"slc4a11",5.99457294432985,0.0779790189198812,1.05847938874919,0.0736707958121218,0.941272337188613,0.971975721622745
"LOC106599499",24.6233357109412,0.625563770847622,0.801186456477067,0.78079673687735,0.434922053571027,0.654512980327486
"LOC106578259",97.7398524425515,0.597855497636046,0.352111489513901,1.69791533488839,0.0895237425406147,0.251246231329736
"LOC123729642",56.3817143854907,4.3770573084205,1.09643462916935,3.99208232937381,6.54956243921159e-05,0.00118854260701418
"cfd",27855.7475886544,0.759565241438639,0.263221850680454,2.88564661130939,0.00390610481686306,0.0284283999619141
"LOC123726692",1.0197694887868,1.95236060821304,3.75017254261735,0.520605541752069,0.602641588027697,NA
"LOC106566220",18.2073729006375,1.71318103803187,0.888393184270611,1.92840407644327,0.0538048851874129,0.180401497678179
"LOC106560213",0.358258750410461,1.63227978406039,5.87360118859667,0.277901023860691,0.781088337921657,NA
"LOC106601271",345.957053444567,0.331482174038217,0.29110520321289,1.13870233296998,0.25482732936009,0.48218077421162
"LOC106602449",129.464830408042,0.126344496626555,0.262210914354837,0.481843011521554,0.629917472174772,0.798894682400882
"LOC106607996",239.093073030979,-0.923275941833538,0.385252506833705,-2.39654752521071,0.0165503470559784,0.0800984949717412
"LOC106560212",82.1025591016756,0.194543461806527,0.480887585329012,0.404550809257063,0.685807722885433,0.834573345116971
"LOC106592208",0.46266670573728,2.17766923717317,3.7454411159169,0.581418628614607,0.560958345351422,NA
"trnav-cac",0.380788513804452,-1.11797255541377,4.50824975729679,-0.247983722198239,0.80414700131225,NA
"trnal-uaa",0.570418747911267,-1.11804249277206,5.29904906897579,-0.210989269625343,0.832895644484951,NA
"trnav-uac",0.351887583976094,-1.11813769350608,6.58401258207007,-0.169826178119868,0.865146838805833,NA
"trnav-aac",0.537018321020161,-1.11794207096021,5.47019406391635,-0.204369727636285,0.83806458477643,NA
"trnav-cac_1",0.0497743150188792,-1.11776885878321,6.58401258343279,-0.169770158337156,0.865190896404098,NA
"trnav-cac_2",0,NA,NA,NA,NA,NA
"trnap-agg",0.0731392268715997,-1.11789812094616,6.58401258343279,-0.169789791070434,0.865175455898873,NA
"LOC106568467",1.79363019401062,3.23034972839586,2.35623557575393,1.3709790997287,0.170381471410349,NA
"LOC106569409",344.246097705021,0.0842355628228208,0.191967933525618,0.438800174986411,0.660806333515151,0.818888915150603
"LOC106571075",132.992145972126,-0.479023890019546,0.30249227672801,-1.58359048105637,0.113286941507037,0.292199524559945
"LOC106594790",197.919374584863,-0.167809180817973,0.264993525069892,-0.6332576645928,0.52656539461235,0.726064481003242
"LOC106577206",179.311109598669,-0.117121595154327,0.242508845430897,-0.482958033741911,0.629125534189158,0.798473207718624
"LOC106590819",122.957074944647,-0.788957506801755,0.350928147736332,-2.24820240807395,0.0245632862070088,0.105186763910539
"psen1",427.168331802776,-0.0201305616673836,0.193338325814026,-0.104120906098811,0.917073400362006,0.960361062485157
"paplna",121.289843290301,0.443404690945215,0.324882863016207,1.36481403429117,0.172311506663923,0.381072626689222
"LOC106578466",130.711383855239,0.141455593806779,0.409416332282853,0.345505498078303,0.729714377612666,0.86161029191743
"slc2a1c",1.4711445738065,2.95432437646991,2.56724085182412,1.15077803252109,0.249823564394594,NA
"smoc1",1428.42809970212,0.1196797498282,0.18889486187717,0.63357864072567,0.52635584382438,0.725950116720581
"ccdc177",22.9945653748446,0.518582906417525,0.692954319197949,0.748365212612792,0.454239899512417,0.669893418881063
"LOC106586368",5.09343335560562,-0.460602779514619,1.51551599545634,-0.303924723259635,0.761185241755501,0.878713479093727
"slc39a9",459.9119703748,-0.618864617480109,0.251395244631463,-2.46171966533156,0.0138272695891791,0.0703722098459413
"LOC123726725",0.060984882198909,-1.11789812094616,6.58401258343279,-0.169789791070434,0.865175455898873,NA
"LOC123726726",0.471494801676558,3.03255818723369,4.05227960333007,0.748358574453157,0.454243902418616,NA
"LOC123730381",1.85720619177903,-0.404751593668676,2.11128432771264,-0.191708709412523,0.847970383407324,NA
"LOC106585227",2.04484942235193,-0.817771994835122,1.92500905921279,-0.424814621480037,0.670971817989862,NA
"LOC106599215",250.073996788107,-0.0920261611194434,0.290243434198952,-0.317065436375599,0.751193950581118,0.873054876518542
"LOC106599105",131.692793280756,-1.0331189255507,0.969617161231224,-1.06549158457431,0.286653531802686,0.516306833608761
"LOC106598856",59.4004566089408,-0.327912703552031,0.700305739257418,-0.468242205039958,0.639611393585434,0.805250465397736
"si:ch211-10a23.2",87.4754758041675,0.838380658498533,0.518829006657277,1.6159093800481,0.106113907291116,0.279913170811204
"plek2",259.925982343977,1.30635199631958,0.722304746092063,1.80858841560634,0.0705149695345427,0.21567476451451
"LOC106599381",7.26806742069232,0.547072297590711,1.07972803427079,0.506676014909797,0.612382162449684,0.787896399528256
"fbln5",601.093265911186,-0.851527976468672,0.325975970815685,-2.61224155368847,0.00899506741930102,0.0518307131337161
"LOC106593613",337.498349636837,-0.179996338299826,0.177015494549966,-1.01683945101777,0.309229811243751,0.540133043856329
"ndufaf1",133.531230793133,-1.18904276057673,0.455728027637382,-2.60910606429244,0.00907791004311026,0.0521948243595127
"LOC106594936",115.653328974532,-1.06793090476913,0.467276566867248,-2.2854364641669,0.0222872479396913,0.0986203427515816
"LOC106593071",179.81408892568,-0.0947714146818449,0.265354927061905,-0.357149632498573,0.720979789959594,0.856441255155324
"LOC106592535",59.6139244366522,-0.0304565095889582,0.368697937065306,-0.0826055871952535,0.934165158522587,0.968251744699375
"LOC106599806",193.624867797824,-0.472903689950369,0.279758819863341,-1.69039778685575,0.090951878187188,0.253756561078132
"LOC106589466",39.3653722927101,1.81574172634558,0.590104135665107,3.07698525837148,0.00209105641847071,0.0176267854926312
"pcnx1",859.23601357223,0.27147948094899,0.181906076045913,1.49241568423733,0.135590205861925,0.327404888444324
"med6",140.948894630723,-0.165776358642055,0.252658411187879,-0.65612839826964,0.511741513830848,0.714953018793699
