"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC123729278",0.811328663098704,-0.206950996612571,1.93312373665643,-0.107055225016541,0.914745168216251,NA
"LOC123726713",6.65141800764669,-1.60109535805404,1.04618537564475,-1.53041267382209,0.125914613844749,0.249873831418364
"LOC123726714",21.0254324386206,-0.585961466452728,0.62564548052866,-0.936571084885966,0.348979231389382,0.518602350038954
"LOC123726716",25.9566912111265,-1.56317965553462,0.514192170892004,-3.04006895480899,0.00236523989555552,0.0106071133602066
"LOC123726718",9.98155241579278,-2.47820311762139,0.711248020173627,-3.48430230711422,0.000493421826083475,0.00285990117548992
"LOC123726719",8.25126968487624,-0.310948976918547,0.831660662883631,-0.373889244491122,0.708486718741523,0.822265504828574
"LOC123726721",1.13975203114278,-0.175162101871876,1.73925825907266,-0.100710806436112,0.919780032697689,NA
"wdr32",163.843278252587,0.124427213221107,0.176337508549547,0.70561966222941,0.48042469336806,0.644430675595951
"trnaa-ugc",1.03278337018054,-1.90929093383272,1.92072740449688,-0.994045760664744,0.320200589603873,NA
"LOC106563190",460.114228995309,0.0273503040181006,0.164572921467363,0.166189575868498,0.868007762626223,0.925301575993544
"manba",346.119923875329,-0.449556384160104,0.216934330730221,-2.07231553736495,0.0382360243683506,0.10136415697235
"LOC106610064",22.1584340804023,-0.851636532810989,0.551048044339383,-1.54548508348662,0.12222897419777,0.244697448687885
"LOC106607815",31.8166524129084,1.01551367193459,0.361221666447243,2.8113310088029,0.00493370002993406,0.0195416217118962
"LOC106606645",337.68638971771,-0.119548134728311,0.208975606834415,-0.572067412743713,0.567276305118222,0.717731588420528
"neff2",0.503742636186424,0,4.12344264998518,0,1,NA
"LOC106593885",920.051618387862,0.575839258839171,0.245808820521927,2.34263057613835,0.0191483322938562,0.0583473042190066
"LOC123726690",0.187851588566682,1.69338516930454,5.10044661531824,0.332007233291841,0.739883797145147,NA
"LOC100316613",310.548116757819,0.339673547288756,0.203902543870344,1.66586223418941,0.0957408571467127,0.20424664041576
"trnaa-cgc",0.0789227503486872,0,5.10044661531824,0,1,NA
"LOC106565696",384.985221019129,0.298847135462823,0.196199375662182,1.52318086871683,0.127713461073739,0.252437305434395
